City,Date,CO,NH3,NO2,AQI,AQI_Bucket
Delhi,2017-07-09,0.0,41.79,21.16,108.0,Moderate
Delhi,2017-07-10,0.0,27.22,18.81,78.0,Satisfactory
Delhi,2017-07-11,0.0,26.19,21.44,59.0,Satisfactory
Delhi,2017-07-12,0.0,27.31,19.98,47.0,Good
Delhi,2017-07-13,0.0,28.03,21.59,39.0,Good
Delhi,2017-07-14,0.0,29.06,38.36,40.0,Good
Delhi,2017-07-15,0.0,37.26,77.47,56.0,Satisfactory
Delhi,2017-07-16,0.0,35.52,76.98,65.0,Satisfactory
Delhi,2017-07-17,0.0,43.34,86.61,71.0,Satisfactory
Delhi,2017-07-18,0.0,49.2,126.91,97.0,Satisfactory
Delhi,2017-07-19,0.0,58.22,137.15,118.0,Moderate
Delhi,2017-07-20,0.0,44.64,61.54,116.0,Moderate
Delhi,2017-07-21,0.0,26.97,23.67,53.0,Satisfactory
Delhi,2017-07-22,0.0,23.32,19.9,30.0,Good
Delhi,2017-07-23,0.0,26.79,18.22,37.0,Good
Delhi,2017-07-24,0.0,28.58,19.95,35.0,Good
Delhi,2017-07-25,0.0,28.73,18.1,37.0,Good
Delhi,2017-07-26,0.0,27.09,21.95,32.0,Good
Delhi,2017-07-27,0.0,26.74,25.33,41.0,Good
Delhi,2017-07-28,0.0,25.11,24.07,42.0,Good
Delhi,2017-07-29,0.0,22.45,22.87,47.0,Good
Delhi,2017-07-30,0.0,22.24,20.58,30.0,Good
Delhi,2017-07-31,0.0,32.0,26.19,29.0,Good
Delhi,2017-08-01,0.0,33.36,23.4,44.0,Good
Delhi,2017-08-02,0.0,38.35,26.54,40.0,Good
Delhi,2017-08-03,0.0,34.14,29.16,49.0,Good
Delhi,2017-08-04,0.0,33.24,33.74,50.0,Good
Delhi,2017-08-05,0.0,36.4,42.98,88.0,Satisfactory
Delhi,2017-08-06,0.0,43.5,41.75,99.0,Satisfactory
Delhi,2017-08-07,0.0,33.07,32.2,110.0,Moderate
Delhi,2017-08-08,0.0,36.53,29.91,68.0,Satisfactory
Delhi,2017-08-09,0.0,42.64,48.7,73.0,Satisfactory
Delhi,2017-08-10,0.0,31.22,64.0,95.0,Satisfactory
Delhi,2017-08-11,0.0,17.92,35.39,58.0,Satisfactory
Delhi,2017-08-15,0.0,18.69,49.91,59.0,Satisfactory
Delhi,2017-08-16,0.0,23.94,64.66,53.0,Satisfactory
Delhi,2017-08-17,0.0,26.78,68.78,66.0,Satisfactory
Delhi,2017-08-18,0.0,24.79,60.15,70.0,Satisfactory
Delhi,2017-08-19,0.0,24.34,39.67,70.0,Satisfactory
Delhi,2017-08-20,0.0,17.65,30.28,63.0,Satisfactory
Delhi,2017-08-21,0.0,12.14,24.42,42.0,Good
Delhi,2017-08-24,0.0,23.83,45.26,58.0,Satisfactory
Delhi,2017-08-25,0.0,18.75,39.3,104.0,Moderate
Delhi,2017-08-30,0.0,38.09,101.89,73.0,Satisfactory
Delhi,2017-08-31,0.76,25.08,50.7,94.0,Satisfactory
Delhi,2017-09-01,0.54,17.6,26.64,91.0,Satisfactory
Delhi,2017-09-02,0.48,33.97,26.09,88.0,Satisfactory
Delhi,2017-09-03,0.4,25.9,27.32,88.0,Satisfactory
Delhi,2017-09-04,0.36,86.67,25.85,89.0,Satisfactory
Delhi,2017-09-05,0.37,30.21,30.29,88.0,Satisfactory
Delhi,2017-09-06,0.33,31.07,35.92,88.0,Satisfactory
Delhi,2017-09-07,0.36,36.46,23.75,88.0,Satisfactory
Delhi,2017-09-08,0.49,27.05,16.52,106.0,Moderate
Delhi,2017-09-09,0.45,31.1,17.54,96.0,Satisfactory
Delhi,2017-09-10,0.48,49.74,19.76,118.0,Moderate
Delhi,2017-09-11,0.45,48.0,20.25,119.0,Moderate
Delhi,2017-09-14,0.12,43.06,31.88,142.0,Moderate
Delhi,2017-09-15,0.36,31.02,34.75,169.0,Moderate
Delhi,2017-09-16,0.44,40.92,36.6,110.0,Moderate
Delhi,2017-09-17,0.33,31.89,37.33,106.0,Moderate
Delhi,2017-09-18,0.21,33.88,56.67,99.0,Satisfactory
Delhi,2017-09-19,0.43,45.0,34.72,109.0,Moderate
Delhi,2017-09-20,0.44,56.47,21.49,137.0,Moderate
Delhi,2017-09-21,0.46,31.36,22.74,144.0,Moderate
Delhi,2017-09-22,0.32,17.63,22.4,92.0,Satisfactory
Delhi,2017-09-23,0.35,17.47,18.63,83.0,Satisfactory
Delhi,2017-09-24,0.37,19.11,17.01,84.0,Satisfactory
Delhi,2017-09-25,0.37,19.81,27.25,104.0,Moderate
Delhi,2017-09-26,0.6,34.54,27.52,131.0,Moderate
Delhi,2017-09-27,0.61,50.34,21.39,165.0,Moderate
Delhi,2017-09-28,0.43,54.37,38.55,176.0,Moderate
Delhi,2017-09-29,0.45,41.19,29.45,172.0,Moderate
Delhi,2017-09-30,0.3,44.1,26.08,137.0,Moderate
Delhi,2017-10-01,0.46,50.15,28.66,131.0,Moderate
Delhi,2017-10-02,0.43,39.12,25.2,132.0,Moderate
Delhi,2017-10-03,0.2,31.36,26.09,115.0,Moderate
Delhi,2017-10-04,0.19,39.43,28.99,151.0,Moderate
Delhi,2017-10-05,0.27,37.22,24.45,180.0,Moderate
Delhi,2017-10-06,0.33,31.48,27.44,183.0,Moderate
Delhi,2017-10-07,0.32,35.37,25.61,193.0,Moderate
Delhi,2017-10-08,0.24,41.02,24.51,224.0,Poor
Delhi,2017-10-09,0.24,50.93,27.06,268.0,Poor
Delhi,2017-10-10,0.26,56.42,31.67,253.0,Poor
Delhi,2017-10-11,0.25,64.21,30.92,208.0,Poor
Delhi,2017-10-12,0.33,44.32,31.1,211.0,Poor
Delhi,2017-10-13,0.33,45.28,29.16,246.0,Poor
Delhi,2017-10-14,0.37,55.52,30.14,319.0,Very Poor
Delhi,2017-10-15,0.33,44.61,30.0,317.0,Very Poor
Delhi,2017-10-16,1.02,51.88,58.53,310.0,Very Poor
Delhi,2017-10-17,1.36,42.92,57.08,313.0,Very Poor
Delhi,2017-10-18,1.05,44.57,63.15,310.0,Very Poor
Delhi,2017-10-19,1.18,50.7,53.51,336.0,Very Poor
Delhi,2017-10-20,1.06,48.79,54.76,497.0,Severe
Delhi,2017-10-21,1.46,50.8,50.13,404.0,Severe
Delhi,2017-10-22,0.93,45.72,55.88,338.0,Very Poor
Delhi,2017-10-23,1.45,48.44,64.25,327.0,Very Poor
Delhi,2017-10-24,1.51,53.82,81.33,366.0,Very Poor
Delhi,2017-10-25,1.01,55.14,80.62,357.0,Very Poor
Delhi,2017-10-26,1.15,61.45,90.56,328.0,Very Poor
Delhi,2017-10-27,0.98,48.68,65.44,345.0,Very Poor
Delhi,2017-10-28,0.9,51.2,84.45,379.0,Very Poor
Delhi,2017-10-29,1.16,50.6,60.61,362.0,Very Poor
Delhi,2017-10-30,1.47,52.67,69.51,340.0,Very Poor
Delhi,2017-10-31,1.84,64.28,53.08,366.0,Very Poor
Delhi,2017-11-01,1.13,47.36,46.83,344.0,Very Poor
Delhi,2017-11-02,1.4,49.88,47.7,305.0,Very Poor
Delhi,2017-11-03,1.31,53.2,46.49,310.0,Very Poor
Delhi,2017-11-04,1.83,52.75,47.28,345.0,Very Poor
Delhi,2017-11-05,2.33,61.8,60.56,370.0,Very Poor
Delhi,2017-11-06,1.94,65.81,57.27,377.0,Very Poor
Delhi,2017-11-07,2.37,91.87,65.17,532.0,Severe
Delhi,2017-11-08,2.74,82.96,77.51,675.0,Severe
Delhi,2017-11-09,2.37,74.84,81.67,677.0,Severe
Delhi,2017-11-10,2.45,84.1,80.73,597.0,Severe
Delhi,2017-11-11,2.32,90.64,78.61,471.0,Severe
Delhi,2017-11-12,2.44,73.63,70.1,613.0,Severe
Delhi,2017-11-13,2.33,73.85,65.77,561.0,Severe
Delhi,2017-11-14,1.74,55.71,56.46,444.0,Severe
Delhi,2017-11-15,1.64,48.83,57.85,378.0,Very Poor
Delhi,2017-11-16,1.55,50.06,53.86,357.0,Very Poor
Delhi,2017-11-17,1.51,45.56,47.38,330.0,Very Poor
Delhi,2017-11-18,1.16,38.55,43.91,309.0,Very Poor
Delhi,2017-11-19,1.2,34.83,45.6,297.0,Poor
Delhi,2017-11-20,1.3,36.28,52.73,329.0,Very Poor
Delhi,2017-11-21,1.52,40.58,54.75,341.0,Very Poor
Delhi,2017-11-22,1.51,40.37,54.64,348.0,Very Poor
Delhi,2017-11-23,1.55,40.03,55.04,340.0,Very Poor
Delhi,2017-11-24,1.65,44.62,64.15,348.0,Very Poor
Delhi,2017-11-25,1.74,47.81,76.48,347.0,Very Poor
Delhi,2017-11-26,1.97,63.81,67.6,368.0,Very Poor
Delhi,2017-11-27,1.64,52.5,68.93,382.0,Very Poor
Delhi,2017-11-28,1.76,60.94,62.53,360.0,Very Poor
Delhi,2017-11-29,2.31,83.31,75.37,359.0,Very Poor
Delhi,2017-11-30,2.11,77.53,57.73,388.0,Very Poor
Delhi,2017-12-01,1.83,65.47,56.83,377.0,Very Poor
Delhi,2017-12-02,2.1,92.4,65.66,356.0,Very Poor
Delhi,2017-12-03,2.28,85.25,65.83,384.0,Very Poor
Delhi,2017-12-04,2.49,90.28,65.49,415.0,Severe
Delhi,2017-12-05,2.41,71.16,64.61,404.0,Severe
Delhi,2017-12-06,1.65,45.92,51.02,330.0,Very Poor
Delhi,2017-12-07,1.49,36.04,45.83,215.0,Poor
Delhi,2017-12-08,1.56,41.49,53.85,220.0,Poor
Delhi,2017-12-09,1.77,57.73,70.14,312.0,Very Poor
Delhi,2017-12-10,2.18,77.11,83.94,389.0,Very Poor
Delhi,2017-12-11,2.28,86.87,71.25,406.0,Severe
Delhi,2017-12-12,1.51,50.54,45.94,280.0,Poor
Delhi,2017-12-13,1.34,48.27,40.27,263.0,Poor
Delhi,2017-12-14,1.31,46.26,36.59,276.0,Poor
Delhi,2017-12-15,1.28,42.56,34.73,292.0,Poor
Delhi,2017-12-16,1.06,39.74,29.84,228.0,Poor
Delhi,2017-12-17,1.2,35.36,37.37,195.0,Moderate
Delhi,2017-12-18,1.28,45.71,45.8,223.0,Poor
Delhi,2017-12-19,1.48,56.27,54.84,291.0,Poor
Delhi,2017-12-20,1.91,78.25,66.41,378.0,Very Poor
Delhi,2017-12-21,1.45,72.97,61.63,467.0,Severe
Delhi,2017-12-22,1.17,55.36,50.73,370.0,Very Poor
Delhi,2017-12-23,1.54,51.89,50.97,253.0,Poor
Delhi,2017-12-24,1.74,73.83,66.65,309.0,Very Poor
Delhi,2017-12-25,1.68,68.61,58.92,398.0,Very Poor
Delhi,2017-12-26,1.57,62.83,57.6,372.0,Very Poor
Delhi,2017-12-27,1.69,71.71,65.61,379.0,Very Poor
Delhi,2017-12-28,1.86,79.07,70.25,398.0,Very Poor
Delhi,2017-12-29,1.7,68.22,59.7,399.0,Very Poor
Delhi,2017-12-30,1.96,75.04,60.4,421.0,Severe
Delhi,2017-12-31,1.95,83.55,66.97,451.0,Severe
Delhi,2018-01-01,1.8,73.16,63.92,462.0,Severe
Delhi,2018-01-02,1.52,55.61,53.73,439.0,Severe
Delhi,2018-01-03,1.29,50.81,52.24,405.0,Severe
Delhi,2018-01-04,1.36,55.17,61.57,394.0,Very Poor
Delhi,2018-01-05,1.38,51.36,54.8,398.0,Very Poor
Delhi,2018-01-06,1.59,63.78,59.12,403.0,Severe
Delhi,2018-01-07,1.3,50.09,47.02,384.0,Very Poor
Delhi,2018-01-08,1.33,47.52,51.6,314.0,Very Poor
Delhi,2018-01-09,1.54,58.65,66.19,373.0,Very Poor
Delhi,2018-01-10,1.4,48.38,60.21,366.0,Very Poor
Delhi,2018-01-11,1.47,47.42,63.57,318.0,Very Poor
Delhi,2018-01-12,1.56,55.07,65.3,306.0,Very Poor
Delhi,2018-01-13,2.12,75.88,61.28,370.0,Very Poor
Delhi,2018-01-14,1.72,55.35,54.37,365.0,Very Poor
Delhi,2018-01-15,1.42,54.6,52.51,352.0,Very Poor
Delhi,2018-01-16,1.36,43.23,46.86,278.0,Poor
Delhi,2018-01-17,1.61,52.37,47.86,350.0,Very Poor
Delhi,2018-01-18,2.04,59.73,55.08,411.0,Severe
Delhi,2018-01-19,1.82,63.31,49.45,451.0,Severe
Delhi,2018-01-20,1.31,66.51,38.87,351.0,Very Poor
Delhi,2018-01-21,1.51,63.25,44.09,310.0,Very Poor
Delhi,2018-01-22,1.87,63.15,56.45,362.0,Very Poor
Delhi,2018-01-23,1.43,51.07,47.26,343.0,Very Poor
Delhi,2018-01-24,1.32,43.08,35.33,286.0,Poor
Delhi,2018-01-25,1.37,40.74,40.13,267.0,Poor
Delhi,2018-01-26,1.43,44.28,38.17,263.0,Poor
Delhi,2018-01-27,1.4,46.22,45.14,284.0,Poor
Delhi,2018-01-28,1.85,45.66,47.6,334.0,Very Poor
Delhi,2018-01-29,1.96,44.78,54.51,332.0,Very Poor
Delhi,2018-01-30,2.0,38.68,47.59,300.0,Poor
Delhi,2018-01-31,2.52,39.32,45.46,271.0,Poor
Delhi,2018-02-01,1.62,46.95,63.88,293.0,Poor
Delhi,2018-02-02,1.49,52.36,54.28,318.0,Very Poor
Delhi,2018-02-03,1.29,46.26,51.46,277.0,Poor
Delhi,2018-02-04,1.3,45.13,46.74,284.0,Poor
Delhi,2018-02-05,1.33,45.41,63.42,313.0,Very Poor
Delhi,2018-02-06,1.21,44.96,56.51,324.0,Very Poor
Delhi,2018-02-07,1.18,43.31,54.53,287.0,Poor
Delhi,2018-02-08,1.75,47.89,74.83,334.0,Very Poor
Delhi,2018-02-09,1.7,49.6,74.5,375.0,Very Poor
Delhi,2018-02-10,2.55,47.52,99.06,378.0,Very Poor
Delhi,2018-02-11,1.56,51.43,62.4,350.0,Very Poor
Delhi,2018-02-12,0.97,46.64,33.08,218.0,Poor
Delhi,2018-02-13,1.21,50.89,46.48,189.0,Moderate
Delhi,2018-02-14,0.96,40.88,34.92,217.0,Poor
Delhi,2018-02-15,1.03,44.48,38.54,189.0,Moderate
Delhi,2018-02-16,1.21,49.81,48.33,248.0,Poor
Delhi,2018-02-17,1.27,49.73,49.9,277.0,Poor
Delhi,2018-02-18,1.36,45.32,50.94,284.0,Poor
Delhi,2018-02-19,1.96,46.22,71.76,321.0,Very Poor
Delhi,2018-02-20,1.89,49.25,68.29,335.0,Very Poor
Delhi,2018-02-21,2.42,49.47,92.54,347.0,Very Poor
Delhi,2018-02-22,1.8,55.72,66.4,333.0,Very Poor
Delhi,2018-02-23,1.81,59.64,70.77,331.0,Very Poor
Delhi,2018-02-24,1.52,62.61,62.66,347.0,Very Poor
Delhi,2018-02-25,1.0,50.57,42.88,317.0,Very Poor
Delhi,2018-02-26,0.88,41.83,33.59,170.0,Moderate
Delhi,2018-02-27,1.15,43.85,43.12,167.0,Moderate
Delhi,2018-02-28,1.47,53.64,52.5,274.0,Poor
Delhi,2018-03-01,1.43,49.29,51.74,293.0,Poor
Delhi,2018-03-02,1.64,48.86,50.64,300.0,Poor
Delhi,2018-03-03,1.18,44.26,41.07,244.0,Poor
Delhi,2018-03-04,0.99,39.35,39.02,205.0,Poor
Delhi,2018-03-05,0.99,38.32,39.58,180.0,Moderate
Delhi,2018-03-06,0.94,34.56,37.92,170.0,Moderate
Delhi,2018-03-07,1.11,36.46,45.6,192.0,Moderate
Delhi,2018-03-08,1.84,43.35,79.5,262.0,Poor
Delhi,2018-03-09,1.64,46.02,65.86,316.0,Very Poor
Delhi,2018-03-10,0.95,39.35,39.85,207.0,Poor
Delhi,2018-03-11,1.08,39.62,41.81,179.0,Moderate
Delhi,2018-03-12,1.18,42.8,45.32,236.0,Poor
Delhi,2018-03-13,1.54,42.23,56.5,241.0,Poor
Delhi,2018-03-14,1.63,40.47,64.82,287.0,Poor
Delhi,2018-03-15,1.23,43.23,48.86,314.0,Very Poor
Delhi,2018-03-16,1.09,42.2,41.48,269.0,Poor
Delhi,2018-03-17,1.09,33.72,32.61,218.0,Poor
Delhi,2018-03-18,1.2,30.32,31.72,177.0,Moderate
Delhi,2018-03-19,1.1,37.7,43.85,177.0,Moderate
Delhi,2018-03-20,1.42,44.26,55.71,224.0,Poor
Delhi,2018-03-21,1.36,49.85,45.33,302.0,Very Poor
Delhi,2018-03-22,1.0,42.95,33.49,226.0,Poor
Delhi,2018-03-23,0.89,34.91,34.53,171.0,Moderate
Delhi,2018-03-24,0.91,35.84,37.32,183.0,Moderate
Delhi,2018-03-25,0.96,37.35,34.66,202.0,Poor
Delhi,2018-03-26,1.06,36.49,41.2,203.0,Poor
Delhi,2018-03-27,1.52,37.92,60.75,246.0,Poor
Delhi,2018-03-28,1.74,37.48,71.04,293.0,Poor
Delhi,2018-03-29,1.01,37.18,41.56,238.0,Poor
Delhi,2018-03-30,1.11,37.57,45.84,234.0,Poor
Delhi,2018-03-31,1.17,42.4,44.76,269.0,Poor
Delhi,2018-04-01,1.01,37.86,37.97,217.0,Poor
Delhi,2018-04-02,1.22,43.29,48.52,217.0,Poor
Delhi,2018-04-03,1.28,45.56,51.63,239.0,Poor
Delhi,2018-04-04,1.44,50.48,52.51,244.0,Poor
Delhi,2018-04-05,1.76,49.53,60.24,329.0,Very Poor
Delhi,2018-04-06,1.42,43.35,44.92,271.0,Poor
Delhi,2018-04-07,1.12,42.48,36.94,170.0,Moderate
Delhi,2018-04-08,1.09,44.48,34.29,142.0,Moderate
Delhi,2018-04-09,1.35,44.12,39.45,133.0,Moderate
Delhi,2018-04-10,1.57,52.07,45.16,205.0,Poor
Delhi,2018-04-11,0.99,39.88,32.33,179.0,Moderate
Delhi,2018-04-12,1.3,33.55,40.94,135.0,Moderate
Delhi,2018-04-13,1.78,36.1,54.68,201.0,Poor
Delhi,2018-04-14,2.12,39.49,59.41,233.0,Poor
Delhi,2018-04-15,2.26,40.66,67.79,240.0,Poor
Delhi,2018-04-16,2.51,46.53,76.17,296.0,Poor
Delhi,2018-04-17,1.56,39.2,57.84,266.0,Poor
Delhi,2018-04-18,1.04,33.33,40.44,216.0,Poor
Delhi,2018-04-19,1.19,35.35,51.78,242.0,Poor
Delhi,2018-04-20,0.91,36.14,40.56,271.0,Poor
Delhi,2018-04-21,0.89,31.94,30.99,444.0,Severe
Delhi,2018-04-22,0.85,29.3,31.63,302.0,Very Poor
Delhi,2018-04-23,1.03,27.09,39.43,197.0,Moderate
Delhi,2018-04-24,1.28,32.19,57.07,242.0,Poor
Delhi,2018-04-25,2.02,31.94,82.47,287.0,Poor
Delhi,2018-04-26,2.09,41.32,78.5,329.0,Very Poor
Delhi,2018-04-27,1.41,51.03,49.86,351.0,Very Poor
Delhi,2018-04-28,1.14,44.78,36.11,288.0,Poor
Delhi,2018-04-29,1.26,47.69,42.57,259.0,Poor
Delhi,2018-04-30,1.12,49.72,46.42,221.0,Poor
Delhi,2018-05-01,0.81,44.37,33.37,173.0,Moderate
Delhi,2018-05-02,1.02,37.69,34.14,161.0,Moderate
Delhi,2018-05-03,1.23,38.01,31.77,167.0,Moderate
Delhi,2018-05-04,1.17,38.61,30.44,146.0,Moderate
Delhi,2018-05-05,1.74,44.85,46.75,174.0,Moderate
Delhi,2018-05-06,2.05,44.57,53.69,280.0,Poor
Delhi,2018-05-07,2.2,45.99,54.75,243.0,Poor
Delhi,2018-05-08,1.31,27.14,27.66,252.0,Poor
Delhi,2018-05-09,1.46,43.68,46.09,168.0,Moderate
Delhi,2018-05-10,2.41,53.84,52.15,218.0,Poor
Delhi,2018-05-11,2.73,51.67,65.41,292.0,Poor
Delhi,2018-05-12,3.2,65.63,74.13,330.0,Very Poor
Delhi,2018-05-13,2.1,59.34,31.22,285.0,Poor
Delhi,2018-05-14,2.05,46.61,40.3,174.0,Moderate
Delhi,2018-05-15,1.91,49.62,39.81,173.0,Moderate
Delhi,2018-05-16,1.11,43.11,41.79,194.0,Moderate
Delhi,2018-05-17,0.85,45.08,44.14,240.0,Poor
Delhi,2018-05-18,1.07,54.12,53.88,254.0,Poor
Delhi,2018-05-19,1.46,55.99,65.52,270.0,Poor
Delhi,2018-05-20,1.08,45.4,45.88,231.0,Poor
Delhi,2018-05-21,0.91,41.07,42.68,208.0,Poor
Delhi,2018-05-22,1.17,40.31,59.07,207.0,Poor
Delhi,2018-05-23,1.66,46.95,77.28,306.0,Very Poor
Delhi,2018-05-24,1.34,51.03,57.51,303.0,Very Poor
Delhi,2018-05-25,1.31,36.45,59.34,260.0,Poor
Delhi,2018-05-26,1.47,37.33,64.88,244.0,Poor
Delhi,2018-05-27,1.1,35.05,58.31,268.0,Poor
Delhi,2018-05-28,1.33,48.36,54.01,276.0,Poor
Delhi,2018-05-29,1.4,51.9,60.34,303.0,Very Poor
Delhi,2018-05-30,0.95,54.38,33.21,272.0,Poor
Delhi,2018-05-31,1.0,50.49,40.76,223.0,Poor
Delhi,2018-06-01,0.81,48.38,30.14,196.0,Moderate
Delhi,2018-06-02,0.98,41.24,29.28,183.0,Moderate
Delhi,2018-06-03,0.84,43.82,31.51,154.0,Moderate
Delhi,2018-06-04,0.81,49.08,30.68,170.0,Moderate
Delhi,2018-06-05,0.82,43.21,27.67,160.0,Moderate
Delhi,2018-06-06,0.88,39.58,31.11,146.0,Moderate
Delhi,2018-06-07,0.96,40.17,33.8,166.0,Moderate
Delhi,2018-06-08,0.95,46.72,31.27,180.0,Moderate
Delhi,2018-06-09,0.9,40.4,27.39,153.0,Moderate
Delhi,2018-06-10,0.93,49.24,34.23,153.0,Moderate
Delhi,2018-06-11,0.9,48.15,34.85,186.0,Moderate
Delhi,2018-06-12,0.87,40.05,31.72,285.0,Poor
Delhi,2018-06-13,0.77,32.58,25.75,453.0,Severe
Delhi,2018-06-14,0.72,27.3,25.37,522.0,Severe
Delhi,2018-06-15,0.7,26.27,24.61,593.0,Severe
Delhi,2018-06-16,0.68,28.12,25.0,531.0,Severe
Delhi,2018-06-17,0.68,27.53,22.78,384.0,Very Poor
Delhi,2018-06-18,0.77,33.27,26.68,179.0,Moderate
Delhi,2018-06-19,0.68,31.25,26.52,146.0,Moderate
Delhi,2018-06-20,0.77,36.03,33.71,175.0,Moderate
Delhi,2018-06-21,0.75,38.44,34.82,221.0,Poor
Delhi,2018-06-22,0.99,44.46,45.06,249.0,Poor
Delhi,2018-06-23,0.96,44.27,44.23,228.0,Poor
Delhi,2018-06-24,0.77,34.64,34.98,194.0,Moderate
Delhi,2018-06-25,0.74,32.64,34.92,168.0,Moderate
Delhi,2018-06-26,0.72,35.67,34.16,128.0,Moderate
Delhi,2018-06-27,0.84,44.57,31.0,126.0,Moderate
Delhi,2018-06-28,0.76,44.84,29.01,99.0,Satisfactory
Delhi,2018-06-29,0.87,42.44,30.43,90.0,Satisfactory
Delhi,2018-06-30,0.91,40.71,32.89,113.0,Moderate
Delhi,2018-07-01,0.78,44.47,28.46,102.0,Moderate
Delhi,2018-07-02,0.65,36.17,25.74,111.0,Moderate
Delhi,2018-07-03,0.86,38.7,37.27,122.0,Moderate
Delhi,2018-07-04,0.78,37.0,31.17,128.0,Moderate
Delhi,2018-07-05,0.95,38.45,38.05,130.0,Moderate
Delhi,2018-07-06,0.94,48.7,36.71,147.0,Moderate
Delhi,2018-07-07,0.9,51.84,34.43,155.0,Moderate
Delhi,2018-07-08,0.98,57.11,39.85,176.0,Moderate
Delhi,2018-07-09,0.93,55.38,35.14,168.0,Moderate
Delhi,2018-07-10,0.81,47.18,28.19,140.0,Moderate
Delhi,2018-07-11,0.84,39.31,31.82,111.0,Moderate
Delhi,2018-07-12,0.76,35.01,34.22,130.0,Moderate
Delhi,2018-07-13,0.88,33.49,31.94,109.0,Moderate
Delhi,2018-07-14,0.84,34.11,31.63,96.0,Satisfactory
Delhi,2018-07-15,0.78,32.08,28.9,92.0,Satisfactory
Delhi,2018-07-16,0.96,36.19,33.31,95.0,Satisfactory
Delhi,2018-07-17,0.87,41.85,30.73,105.0,Moderate
Delhi,2018-07-18,0.82,46.23,29.45,114.0,Moderate
Delhi,2018-07-19,0.8,41.74,27.41,106.0,Moderate
Delhi,2018-07-20,0.89,38.54,33.46,90.0,Satisfactory
Delhi,2018-07-21,0.97,43.54,36.48,114.0,Moderate
Delhi,2018-07-22,0.83,37.26,27.55,87.0,Satisfactory
Delhi,2018-07-23,0.81,39.3,28.74,80.0,Satisfactory
Delhi,2018-07-24,0.83,40.08,29.15,101.0,Moderate
Delhi,2018-07-25,0.81,39.46,27.58,90.0,Satisfactory
Delhi,2018-07-26,0.89,38.33,25.1,90.0,Satisfactory
Delhi,2018-07-27,0.91,33.02,23.41,68.0,Satisfactory
Delhi,2018-07-28,0.73,29.08,21.59,71.0,Satisfactory
Delhi,2018-07-29,0.74,36.7,25.02,100.0,Satisfactory
Delhi,2018-07-30,0.8,42.39,25.06,122.0,Moderate
Delhi,2018-07-31,0.91,41.94,28.84,135.0,Moderate
Delhi,2018-08-01,0.94,38.58,26.14,155.0,Moderate
Delhi,2018-08-02,0.86,36.33,25.2,215.0,Poor
Delhi,2018-08-03,0.78,34.43,26.08,228.0,Poor
Delhi,2018-08-04,0.76,33.4,28.77,215.0,Poor
Delhi,2018-08-05,0.71,33.84,24.82,234.0,Poor
Delhi,2018-08-06,0.9,45.36,26.59,166.0,Moderate
Delhi,2018-08-07,0.98,40.11,26.15,123.0,Moderate
Delhi,2018-08-08,1.02,38.57,25.24,108.0,Moderate
Delhi,2018-08-09,0.89,38.58,24.98,102.0,Moderate
Delhi,2018-08-10,1.11,40.95,34.82,111.0,Moderate
Delhi,2018-08-11,0.7,36.5,24.06,106.0,Moderate
Delhi,2018-08-12,0.66,30.55,23.5,92.0,Satisfactory
Delhi,2018-08-13,0.84,34.65,25.04,102.0,Moderate
Delhi,2018-08-14,1.09,39.38,29.49,122.0,Moderate
Delhi,2018-08-15,0.84,37.96,23.72,128.0,Moderate
Delhi,2018-08-16,1.21,40.19,29.32,109.0,Moderate
Delhi,2018-08-17,0.98,37.68,24.58,109.0,Moderate
Delhi,2018-08-18,0.88,32.83,26.17,90.0,Satisfactory
Delhi,2018-08-19,1.07,31.46,31.85,100.0,Satisfactory
Delhi,2018-08-20,1.18,38.4,32.54,138.0,Moderate
Delhi,2018-08-21,1.02,32.36,27.85,105.0,Moderate
Delhi,2018-08-22,0.9,28.58,28.18,91.0,Satisfactory
Delhi,2018-08-23,0.82,32.42,24.72,86.0,Satisfactory
Delhi,2018-08-24,0.8,28.45,24.6,89.0,Satisfactory
Delhi,2018-08-25,0.68,25.87,22.78,100.0,Satisfactory
Delhi,2018-08-26,0.6,24.13,19.92,85.0,Satisfactory
Delhi,2018-08-27,0.78,26.04,23.6,82.0,Satisfactory
Delhi,2018-08-28,0.85,27.99,25.52,81.0,Satisfactory
Delhi,2018-08-29,0.9,29.36,26.12,88.0,Satisfactory
Delhi,2018-08-30,0.95,29.82,28.28,97.0,Satisfactory
Delhi,2018-08-31,0.82,28.79,25.96,127.0,Moderate
Delhi,2018-09-01,1.02,31.04,28.51,132.0,Moderate
Delhi,2018-09-02,0.87,31.34,23.44,116.0,Moderate
Delhi,2018-09-03,1.06,30.05,27.63,89.0,Satisfactory
Delhi,2018-09-04,1.29,32.41,35.94,118.0,Moderate
Delhi,2018-09-05,1.04,29.56,30.63,108.0,Moderate
Delhi,2018-09-06,0.96,30.78,30.88,137.0,Moderate
Delhi,2018-09-07,1.1,32.06,37.91,117.0,Moderate
Delhi,2018-09-08,0.84,28.17,26.65,105.0,Moderate
Delhi,2018-09-09,0.72,24.71,23.58,86.0,Satisfactory
Delhi,2018-09-10,0.88,24.26,29.61,92.0,Satisfactory
Delhi,2018-09-11,0.78,23.37,26.0,91.0,Satisfactory
Delhi,2018-09-12,0.71,22.38,24.4,96.0,Satisfactory
Delhi,2018-09-13,0.63,20.34,23.21,108.0,Moderate
